ShipmentID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Customer_id,Delivery_start,Delivery_end
9391,D,Ship,2,3,224,low,F,5,5050,0,344,2022-05-30,2022-06-28
9392,F,Ship,4,4,253,medium,F,4,5236,0,472,2022-12-07,2023-01-15
9393,A,Ship,4,5,157,medium,F,1,5054,0,207,2022-10-20,2022-11-03
9394,B,Ship,3,1,172,medium,M,5,5696,1,406,2022-01-25,2022-03-03
9395,C,Ship,3,1,193,high,F,1,4459,0,464,2022-05-15,2022-05-30
9396,F,Ship,6,3,255,low,M,6,1654,1,103,2022-06-16,2022-07-07
9397,D,Ship,7,5,255,low,M,7,1104,0,400,2022-03-11,2022-04-17
9398,F,Ship,6,4,286,medium,F,1,1539,1,117,2022-03-17,2022-04-25
9399,A,Ship,7,3,267,medium,F,10,1548,0,243,2022-01-20,2022-01-29
9400,B,Ship,5,4,226,low,M,1,1327,0,455,2022-07-04,2022-07-14
9401,C,Ship,6,4,285,medium,M,4,1244,1,202,2022-07-04,2022-07-17
9402,F,Ship,6,3,276,low,F,8,1754,1,66,2022-08-03,2022-08-19
9403,D,Ship,6,3,257,low,F,2,1694,0,12,2022-04-20,2022-05-10
9404,F,Ship,6,1,287,medium,M,5,1791,1,165,2022-12-08,2022-12-10
9405,A,Ship,6,1,283,low,F,5,1298,0,304,2022-10-25,2022-11-23
9406,B,Ship,6,2,309,medium,F,8,1930,0,62,2022-02-21,2022-02-24
9407,C,Ship,4,1,274,low,F,5,1581,1,196,2022-02-17,2022-03-17
9408,F,Ship,7,3,244,medium,M,10,1629,0,243,2022-09-02,2022-10-05
9409,D,Ship,5,5,222,low,M,1,1962,0,480,2022-06-14,2022-06-28
9410,F,Ship,7,1,264,medium,F,5,1238,0,121,2022-09-02,2022-09-09
9411,A,Ship,4,4,258,low,M,7,1261,1,378,2022-06-08,2022-07-16
9412,B,Ship,5,5,236,low,F,7,1137,0,313,2022-10-13,2022-10-31
9413,C,Ship,6,3,304,low,F,9,1401,0,215,2022-07-02,2022-07-08
9414,F,Ship,6,3,244,medium,F,5,1092,0,97,2022-08-25,2022-09-29
9415,D,Ship,7,1,301,low,M,10,1869,0,147,2022-11-17,2022-12-19
9416,F,Ship,4,4,275,medium,M,5,1117,0,186,2022-05-12,2022-05-27
9417,A,Ship,5,4,236,low,M,6,1829,1,25,2022-06-28,2022-07-08
9418,B,Ship,6,3,286,medium,M,4,1169,0,246,2022-11-16,2022-12-26
9419,C,Ship,5,4,238,low,M,6,1850,1,218,2022-07-17,2022-08-26
9420,F,Ship,7,3,300,medium,F,5,1244,0,220,2022-04-17,2022-05-08
9421,D,Ship,6,2,292,medium,M,2,1149,1,328,2022-01-26,2022-03-03
9422,F,Ship,5,2,172,low,M,9,1097,0,101,2022-06-06,2022-07-07
9423,A,Ship,2,1,181,medium,M,3,1038,0,139,2022-11-29,2022-12-10
9424,B,Ship,7,5,289,low,M,9,1904,0,480,2022-10-26,2022-11-16
9425,C,Ship,7,5,256,medium,M,4,1139,1,452,2022-11-06,2022-12-13
9426,F,Ship,4,5,251,medium,M,10,1683,1,42,2022-11-03,2022-12-15
9427,D,Road,6,5,245,low,M,3,1716,0,489,2022-12-11,2022-12-22
9428,F,Road,5,2,266,medium,M,8,1367,0,161,2022-09-08,2022-10-15
9429,A,Road,4,1,220,low,F,9,1817,0,428,2022-04-29,2022-05-09
9430,B,Road,4,2,274,low,F,8,1246,0,477,2022-04-06,2022-04-11
9431,C,Road,7,5,301,low,M,9,1660,1,268,2022-06-21,2022-07-24
9432,F,Road,6,5,285,low,M,8,1028,1,375,2022-04-05,2022-04-20
9433,D,Road,6,3,271,low,F,2,1364,1,255,2022-07-30,2022-09-07
9434,F,Road,4,3,241,low,F,2,1442,0,46,2022-06-26,2022-07-15
9435,A,Road,3,1,146,low,M,10,1737,0,437,2022-10-14,2022-11-26
9436,B,Road,6,4,256,medium,F,9,1791,0,44,2022-12-16,2023-01-21
9437,C,Road,6,2,235,low,F,5,1051,1,119,2022-12-05,2023-01-12
9438,F,Road,5,5,275,low,F,9,1691,1,221,2022-10-08,2022-10-18
9439,D,Road,6,4,205,low,F,10,1974,1,361,2022-07-20,2022-08-21
9440,F,Road,5,4,244,medium,F,1,1320,0,288,2022-08-14,2022-08-21
9441,A,Road,5,2,269,medium,F,5,1097,0,197,2022-09-10,2022-09-22
9442,B,Road,4,1,238,medium,F,3,1913,0,461,2022-03-12,2022-03-24
9443,C,Road,5,4,217,low,F,8,1803,0,212,2022-04-22,2022-05-31
9444,F,Road,5,2,258,low,M,3,1824,0,321,2022-02-09,2022-03-10
9445,D,Road,7,1,269,medium,F,5,1402,0,192,2022-04-23,2022-05-24
9446,F,Road,4,2,259,low,M,6,1827,1,464,2022-03-06,2022-04-04
9447,A,Road,6,5,260,low,F,8,1347,1,332,2022-05-26,2022-05-28
9448,B,Road,5,5,227,medium,F,2,1436,1,469,2022-04-11,2022-05-21
9449,C,Flight,4,2,223,low,F,10,1650,1,172,2022-11-05,2022-11-09
9450,F,Flight,5,2,221,medium,M,10,1160,0,376,2022-02-25,2022-03-13
9451,D,Flight,7,4,296,low,F,10,1033,0,420,2022-09-04,2022-09-17
9452,F,Flight,5,3,228,high,M,9,1924,0,295,2022-03-12,2022-04-21
9453,A,Flight,4,4,275,medium,M,7,1562,1,376,2022-02-26,2022-03-13
9454,B,Flight,5,3,230,medium,M,4,1123,0,324,2022-08-02,2022-09-03
9455,C,Flight,5,1,241,medium,M,3,1379,0,422,2022-04-05,2022-05-14
9456,F,Flight,4,2,270,low,F,5,1747,1,304,2022-02-19,2022-04-04
9457,D,Flight,6,4,264,medium,F,7,1220,1,470,2022-01-20,2022-02-23
9458,F,Flight,4,4,260,low,F,5,1178,1,272,2022-07-15,2022-07-26
9459,A,Flight,5,1,271,low,M,4,1353,0,394,2022-04-02,2022-05-14
9460,B,Flight,5,5,286,high,F,10,1071,1,70,2022-01-10,2022-02-10
9461,C,Flight,6,1,279,low,F,4,1263,1,166,2022-05-01,2022-06-05
9462,F,Flight,6,3,271,low,F,6,1934,0,9,2022-05-24,2022-06-01
9463,D,Flight,3,5,206,low,M,6,5038,0,419,2022-01-23,2022-03-06
9464,F,Flight,5,2,205,medium,F,1,4351,0,259,2022-03-31,2022-04-09
9465,A,Flight,5,2,233,medium,F,10,4233,1,372,2022-02-05,2022-03-06
9466,B,Flight,5,1,207,low,F,1,4112,0,280,2022-09-08,2022-10-20
9467,C,Flight,4,1,174,low,M,3,5295,0,123,2022-09-15,2022-10-09
9468,F,Flight,3,4,191,medium,F,10,4667,0,126,2022-10-10,2022-11-04
9469,D,Flight,4,4,156,medium,F,7,5938,0,374,2022-03-12,2022-03-20
9470,F,Flight,4,4,137,medium,F,8,4066,1,154,2022-04-08,2022-04-20
9471,A,Ship,3,3,251,low,M,8,4246,0,104,2022-11-17,2022-11-30
9472,B,Ship,5,3,194,low,M,7,5545,0,397,2022-11-22,2022-12-26
9473,C,Ship,4,1,141,low,F,6,5273,0,404,2022-02-08,2022-03-13
9474,F,Ship,5,1,137,medium,F,10,4641,0,322,2022-08-13,2022-08-26
9475,D,Ship,3,1,221,medium,M,10,5696,1,449,2022-03-27,2022-04-10
9476,F,Ship,3,1,270,medium,M,6,4966,0,344,2022-07-16,2022-07-21
9477,A,Ship,3,3,133,low,F,2,4926,0,87,2022-11-11,2022-11-19
9478,B,Ship,4,4,181,medium,F,9,4425,1,365,2022-09-07,2022-09-11
9479,C,Ship,6,4,147,low,M,4,4549,1,271,2022-02-19,2022-03-27
9480,F,Ship,4,3,250,high,F,10,4885,1,140,2022-03-23,2022-04-17
9481,D,Ship,3,5,184,high,M,3,4883,0,186,2022-11-03,2022-12-17
9482,F,Ship,5,1,234,low,F,4,5033,0,338,2022-01-22,2022-03-05
9483,A,Ship,3,3,126,low,M,8,5084,1,353,2022-08-15,2022-09-21
9484,B,Ship,3,2,241,medium,F,9,4301,0,359,2022-08-08,2022-08-30
9485,C,Ship,3,5,218,medium,F,6,4072,0,310,2022-09-27,2022-11-10
9486,F,Ship,3,5,98,medium,F,3,5553,1,75,2022-03-13,2022-04-18
9487,D,Ship,3,5,211,medium,F,9,4577,1,303,2022-08-24,2022-09-11
9488,F,Ship,4,2,216,low,M,2,4750,1,123,2022-03-27,2022-04-29
9489,A,Ship,3,3,203,medium,F,4,5548,0,128,2022-09-15,2022-10-04
9490,B,Ship,3,4,266,medium,M,9,5908,1,246,2022-05-21,2022-06-12
9491,C,Ship,4,1,155,medium,M,9,4443,0,356,2022-10-25,2022-10-31
9492,F,Ship,3,5,156,medium,F,8,5848,0,95,2022-09-25,2022-10-14
9493,D,Ship,5,2,169,medium,F,2,4542,0,350,2022-01-19,2022-02-03
9494,F,Ship,4,5,241,medium,F,10,4126,1,335,2022-04-08,2022-05-23
9495,A,Ship,4,5,199,medium,M,1,5585,1,115,2022-06-26,2022-07-27
9496,B,Ship,4,3,184,low,F,9,5602,0,302,2022-09-07,2022-10-10
9497,C,Ship,3,3,221,low,F,5,4388,0,135,2022-04-02,2022-04-04
9498,F,Ship,4,3,258,medium,F,7,4887,1,168,2022-03-13,2022-04-16
9499,D,Ship,5,4,193,medium,M,3,4559,0,441,2022-02-13,2022-03-11
9500,F,Ship,2,2,156,high,M,9,4184,1,75,2022-03-01,2022-04-09
9501,A,Ship,4,2,201,medium,F,4,4613,0,350,2022-05-07,2022-05-29
9502,B,Ship,4,2,171,medium,M,4,5859,0,302,2022-08-06,2022-08-28
9503,C,Ship,3,4,193,low,M,2,5584,0,57,2022-02-16,2022-02-18
9504,F,Ship,5,2,254,medium,M,4,4180,1,258,2022-09-26,2022-10-23
9505,D,Ship,4,4,251,medium,F,9,5350,1,465,2022-09-10,2022-09-29
9506,F,Ship,5,3,171,low,F,7,4946,0,343,2022-08-14,2022-09-01
9507,A,Ship,4,1,243,medium,M,10,5832,0,112,2022-10-11,2022-11-13
9508,B,Ship,3,4,253,medium,M,4,4269,0,210,2022-04-03,2022-04-04
9509,C,Ship,3,5,137,low,M,3,5497,1,154,2022-01-31,2022-03-03
9510,F,Ship,5,2,149,low,F,6,4661,0,82,2022-11-27,2022-12-24
9511,D,Ship,4,1,183,low,M,3,5178,1,79,2022-01-02,2022-01-05
9512,F,Ship,4,5,171,low,F,10,4752,1,91,2022-07-21,2022-08-21
9513,A,Ship,4,5,102,low,F,3,5767,0,114,2022-05-12,2022-06-25
9514,B,Ship,3,3,249,low,M,7,5868,1,126,2022-01-21,2022-01-27
9515,C,Ship,3,4,255,medium,F,10,5291,1,204,2022-05-31,2022-07-04
9516,F,Ship,3,1,150,low,F,6,5697,0,430,2022-06-15,2022-07-14
9517,D,Ship,4,4,169,medium,F,8,5493,0,490,2022-01-11,2022-02-22
9518,F,Ship,4,1,208,medium,F,8,4890,1,455,2022-11-26,2022-12-23
9519,A,Ship,3,3,154,high,F,2,4921,1,474,2022-07-09,2022-07-19
9520,B,Ship,2,2,101,medium,F,6,4196,0,347,2022-02-06,2022-02-22
9521,C,Ship,5,1,203,low,M,10,4750,0,481,2022-05-28,2022-06-01
9522,F,Ship,5,3,234,medium,F,8,5003,0,24,2022-09-01,2022-10-13
9523,D,Ship,3,1,133,medium,F,6,5162,0,404,2022-08-07,2022-09-16
9524,F,Ship,3,3,222,low,F,6,5284,1,174,2022-08-21,2022-09-16
9525,A,Ship,3,5,258,low,F,5,4494,0,298,2022-08-01,2022-09-06
9526,B,Ship,3,5,251,low,M,1,5073,0,461,2022-05-21,2022-06-26
9527,C,Ship,4,2,241,medium,M,5,4880,1,467,2022-11-10,2022-11-11
9528,F,Ship,4,1,164,medium,M,3,5318,1,330,2022-07-05,2022-07-10
9529,D,Ship,5,4,273,low,F,1,5008,1,21,2022-11-21,2023-01-05
9530,F,Ship,3,1,266,low,M,6,4010,0,459,2022-09-12,2022-09-26
9531,A,Ship,4,2,144,low,F,3,5807,1,444,2022-02-14,2022-03-31
9532,B,Ship,2,1,208,low,M,10,4671,1,90,2022-09-09,2022-09-29
9533,C,Ship,2,4,178,medium,F,8,4620,0,389,2022-02-12,2022-03-17
9534,F,Ship,3,3,246,low,F,3,4316,0,254,2022-12-08,2023-01-17
9535,D,Ship,3,1,131,medium,M,8,5352,0,270,2022-02-03,2022-03-11
9536,F,Ship,2,2,156,low,F,5,4151,1,3,2022-02-16,2022-03-20
9537,A,Ship,3,2,222,medium,M,10,5720,0,36,2022-03-13,2022-03-22
9538,B,Ship,3,3,275,medium,M,7,4968,0,142,2022-12-02,2022-12-05
9539,C,Ship,3,2,212,medium,M,10,4117,0,471,2022-03-07,2022-03-22
9540,F,Ship,5,4,275,medium,M,7,5292,0,65,2022-03-25,2022-04-21
9541,D,Ship,5,1,189,medium,M,8,5219,0,119,2022-02-18,2022-03-29
9542,F,Ship,3,4,171,low,M,10,4839,0,389,2022-04-12,2022-05-06
9543,A,Ship,3,1,242,low,F,3,4026,0,375,2022-04-30,2022-06-14
9544,B,Ship,3,5,247,medium,F,7,4966,0,6,2022-06-07,2022-06-16
9545,C,Ship,3,3,149,low,M,8,4556,0,355,2022-07-20,2022-08-29
9546,F,Ship,3,3,190,low,F,9,5279,0,199,2022-11-16,2022-12-27
9547,D,Ship,3,2,189,low,M,6,4488,1,49,2022-10-22,2022-11-13
9548,F,Ship,3,2,153,high,M,7,4750,1,165,2022-07-14,2022-08-23
9549,A,Ship,4,1,173,low,M,5,4688,0,246,2022-02-03,2022-02-10
9550,B,Ship,5,3,117,low,F,3,5078,0,276,2022-04-30,2022-05-17
9551,C,Ship,6,5,204,medium,M,7,4119,0,334,2022-09-16,2022-10-16
9552,F,Ship,3,1,274,low,M,3,5979,0,305,2022-05-15,2022-06-16
9553,D,Ship,6,1,276,low,M,10,5108,0,332,2022-05-18,2022-06-27
9554,F,Ship,3,1,189,low,F,4,4785,0,139,2022-07-08,2022-08-12
9555,A,Ship,3,2,204,low,F,2,5033,1,462,2022-12-29,2023-01-12
9556,B,Ship,3,3,229,medium,F,8,4549,0,263,2022-10-25,2022-10-27
9557,C,Ship,3,1,257,medium,F,2,5815,0,417,2022-05-21,2022-06-29
9558,F,Ship,4,5,184,low,M,5,4039,1,284,2022-12-29,2023-01-14
9559,D,Ship,3,5,157,medium,F,2,4640,0,495,2022-01-01,2022-01-06
9560,F,Ship,4,3,173,medium,M,5,5331,1,49,2022-10-03,2022-11-04
9561,A,Ship,3,2,236,medium,M,2,4239,1,362,2022-10-31,2022-11-06
9562,B,Ship,4,1,234,low,M,2,4282,0,448,2022-12-06,2023-01-16
9563,C,Ship,4,4,237,medium,M,2,4760,0,425,2022-05-14,2022-06-27
9564,F,Road,4,5,191,low,M,10,5068,1,342,2022-07-08,2022-08-07
9565,D,Road,4,4,222,medium,M,2,5140,0,161,2022-06-20,2022-07-20
9566,F,Road,4,4,153,low,F,8,4248,0,58,2022-10-29,2022-11-21
9567,A,Road,4,1,224,medium,M,2,4581,1,125,2022-01-10,2022-02-15
9568,B,Road,5,4,201,low,M,5,5593,1,107,2022-05-25,2022-06-09
9569,C,Road,4,2,169,low,M,10,4309,1,402,2022-11-05,2022-12-03
9570,F,Road,3,2,133,medium,M,9,5744,1,390,2022-05-13,2022-06-06
9571,D,Road,4,4,146,medium,F,5,4356,0,237,2022-07-14,2022-07-25
9572,F,Road,4,1,230,low,M,8,4107,1,395,2022-12-17,2022-12-26
9573,A,Road,3,1,195,low,F,4,4034,0,446,2022-12-23,2023-01-19
9574,B,Road,4,4,204,low,F,9,4757,0,343,2022-03-24,2022-04-19
9575,C,Road,6,2,191,medium,M,7,5333,1,395,2022-03-17,2022-04-11
9576,F,Road,5,5,199,high,M,6,5547,1,222,2022-02-19,2022-03-22
9577,D,Road,3,4,192,medium,M,3,4030,0,468,2022-10-26,2022-11-24
9578,F,Road,3,1,187,low,F,10,5064,1,35,2022-05-18,2022-05-28
9579,A,Road,3,1,236,medium,F,8,5341,1,460,2022-02-06,2022-03-15
9580,B,Road,4,5,176,high,F,1,5096,1,332,2022-12-24,2023-02-04
9581,C,Road,6,2,239,medium,F,7,4589,0,366,2022-01-14,2022-02-08
9582,F,Road,4,4,280,medium,M,5,5624,0,161,2022-05-16,2022-05-17
9583,D,Road,5,5,184,medium,M,9,4649,1,479,2022-04-23,2022-04-26
9584,F,Road,3,2,145,low,M,3,4409,0,472,2022-07-13,2022-08-03
9585,A,Road,6,5,248,low,F,3,5709,1,476,2022-01-29,2022-03-15
9586,B,Flight,2,4,184,medium,M,9,5812,0,128,2022-10-23,2022-11-02
9587,C,Flight,4,5,265,low,M,9,5040,0,243,2022-11-06,2022-12-19
9588,F,Flight,5,1,170,medium,M,4,5113,1,34,2022-04-06,2022-04-13
9589,D,Flight,2,1,181,low,F,2,4747,0,89,2022-10-01,2022-11-01
9590,F,Flight,3,4,166,low,F,1,5533,1,68,2022-01-17,2022-01-21
9591,A,Flight,4,4,137,medium,F,5,5095,0,234,2022-03-10,2022-04-17
9592,B,Flight,4,1,173,low,F,5,5049,1,37,2022-07-22,2022-07-28
9593,C,Flight,4,3,249,medium,M,10,5614,0,345,2022-06-13,2022-07-28
9594,F,Flight,5,4,205,low,F,3,4157,1,374,2022-06-25,2022-07-01
9595,D,Flight,4,5,251,high,M,8,4573,0,364,2022-08-15,2022-08-17
9596,F,Flight,4,5,249,low,F,7,5509,0,123,2022-02-08,2022-02-25
9597,A,Flight,4,3,177,low,F,7,4834,1,151,2022-10-03,2022-11-06
9598,B,Flight,3,5,268,low,M,7,4910,0,48,2022-02-12,2022-02-18
9599,C,Flight,6,1,215,low,M,1,4581,1,217,2022-02-10,2022-03-05
9600,F,Flight,4,1,149,low,M,2,4499,0,294,2022-12-05,2023-01-07
9601,D,Flight,4,4,132,medium,F,5,4613,0,498,2022-01-07,2022-01-16
9602,F,Flight,3,1,246,low,F,10,4707,1,422,2022-07-13,2022-08-15
9603,A,Flight,3,4,155,medium,M,9,5718,1,16,2022-02-11,2022-03-25
9604,B,Flight,5,3,206,medium,M,7,4531,1,288,2022-10-14,2022-10-29
9605,C,Flight,4,2,134,medium,F,1,4064,1,246,2022-11-30,2022-12-22
9606,F,Flight,5,2,255,medium,M,9,5609,0,269,2022-11-04,2022-11-13
9607,D,Flight,3,1,168,medium,F,9,5136,0,188,2022-10-31,2022-11-04
9608,F,Ship,4,1,140,low,M,8,4926,0,270,2022-06-07,2022-07-16
9609,A,Ship,5,3,191,high,F,6,4244,0,277,2022-02-02,2022-03-05
9610,B,Ship,4,3,231,medium,F,8,5069,1,406,2022-07-11,2022-08-08
9611,C,Ship,3,3,264,low,M,2,4350,0,298,2022-03-27,2022-04-04
9612,F,Ship,5,3,137,low,M,6,5357,0,63,2022-04-18,2022-05-17
9613,D,Ship,5,3,170,medium,F,4,4446,1,323,2022-06-15,2022-06-25
9614,F,Ship,4,4,256,low,F,5,5399,0,100,2022-08-31,2022-10-07
9615,A,Ship,5,1,176,medium,M,9,4839,1,78,2022-09-03,2022-09-09
9616,B,Ship,3,2,198,low,F,3,4172,1,54,2022-12-02,2022-12-17
9617,C,Ship,4,1,272,low,M,1,5666,0,64,2022-08-29,2022-09-11
9618,F,Ship,4,4,149,medium,F,2,4241,1,86,2022-09-29,2022-10-31
9619,D,Ship,5,3,192,medium,M,10,5976,0,15,2022-06-04,2022-07-13
9620,F,Ship,6,5,117,medium,M,6,5529,1,176,2022-04-13,2022-05-26
9621,A,Ship,2,4,180,low,F,6,5579,0,455,2022-01-10,2022-01-29
9622,B,Ship,3,2,158,medium,F,8,5907,0,368,2022-06-30,2022-07-22
9623,C,Ship,5,2,266,high,M,9,4784,1,498,2022-11-17,2022-12-14
9624,F,Ship,6,3,304,low,M,3,1752,1,294,2022-07-04,2022-07-20
9625,D,Ship,6,3,244,medium,F,1,1847,1,418,2022-12-15,2023-01-16
9626,F,Ship,7,4,301,low,F,1,1150,0,330,2022-12-24,2023-01-01
9627,A,Ship,4,2,275,medium,M,5,1900,0,266,2022-10-31,2022-12-01
9628,B,Ship,5,5,236,low,M,3,1933,1,268,2022-05-15,2022-06-17
9629,C,Ship,6,1,286,medium,M,10,1177,1,399,2022-05-06,2022-06-07
9630,F,Ship,5,5,238,low,M,3,1351,0,134,2022-05-22,2022-06-16
9631,D,Ship,7,1,300,medium,F,10,1148,1,228,2022-04-17,2022-04-20
9632,F,Ship,6,4,292,medium,M,8,1779,1,266,2022-05-18,2022-06-30
9633,A,Ship,5,1,172,low,F,9,1723,0,335,2022-03-24,2022-04-17
9634,B,Ship,2,4,181,medium,F,9,1368,0,185,2022-11-07,2022-12-20
9635,C,Ship,7,3,289,low,F,3,1037,1,337,2022-05-08,2022-06-19
9636,F,Ship,7,3,256,medium,M,4,1628,0,329,2022-09-14,2022-09-28
9637,D,Ship,4,4,251,medium,F,2,1329,1,276,2022-11-03,2022-11-22
9638,F,Ship,6,5,245,low,M,2,1832,1,27,2022-05-06,2022-05-25
9639,A,Ship,4,4,140,low,M,6,4703,0,334,2022-03-28,2022-04-08
9640,B,Ship,5,4,191,high,F,7,4435,1,105,2022-09-11,2022-10-01
9641,C,Ship,4,3,231,medium,M,8,4991,0,333,2022-03-02,2022-03-03
9642,F,Ship,3,2,264,low,M,6,5702,1,207,2022-05-25,2022-06-24
9643,D,Ship,5,2,137,low,F,1,5242,0,382,2022-11-06,2022-12-15
9644,F,Ship,5,3,170,medium,M,6,5226,0,102,2022-07-02,2022-07-11
9645,A,Ship,4,1,256,low,M,6,5818,0,124,2022-12-24,2023-01-28
9646,B,Ship,5,4,176,medium,M,9,4605,0,3,2022-08-22,2022-09-22
9647,C,Ship,3,5,198,low,F,10,4829,0,81,2022-01-19,2022-01-21
9648,F,Ship,4,1,272,low,M,2,5022,0,494,2022-04-20,2022-05-04
9649,D,Ship,4,3,149,medium,F,5,4031,0,294,2022-11-14,2022-12-04
9650,F,Ship,5,2,192,medium,M,2,4045,1,265,2022-12-24,2023-01-10
9651,A,Ship,6,1,117,medium,F,4,4211,0,191,2022-07-09,2022-07-26
9652,B,Ship,2,4,180,low,F,5,4010,1,370,2022-11-07,2022-12-04
9653,C,Ship,3,2,158,medium,M,9,4881,0,221,2022-12-04,2022-12-29
9654,F,Ship,5,5,266,high,F,2,5890,0,329,2022-08-01,2022-09-02
9655,D,Ship,6,3,304,low,M,5,1215,1,185,2022-10-14,2022-11-19
9656,F,Ship,6,3,244,medium,F,4,1121,1,227,2022-05-28,2022-06-01
9657,A,Ship,7,2,301,low,M,1,1339,0,131,2022-11-14,2022-11-29
9658,B,Ship,4,3,275,medium,M,5,1329,0,20,2022-05-31,2022-06-05
9659,C,Ship,5,4,236,low,M,1,1682,0,294,2022-11-20,2022-12-13
9660,F,Ship,6,5,286,medium,F,3,1773,1,473,2022-06-27,2022-07-23
9661,D,Ship,5,1,238,low,F,9,1192,0,86,2022-07-19,2022-08-28
9662,F,Ship,7,2,300,medium,M,3,1070,1,17,2022-01-26,2022-03-07
9663,A,Ship,6,4,292,medium,F,1,1372,1,268,2022-09-24,2022-10-04
9664,B,Ship,5,2,172,low,F,2,1680,0,29,2022-06-07,2022-06-14
9665,C,Ship,2,5,181,medium,F,5,1043,0,23,2022-03-14,2022-04-05
9666,F,Ship,7,5,289,low,F,10,1074,1,330,2022-06-09,2022-07-24
9667,D,Ship,7,5,256,medium,F,2,1396,0,37,2022-08-09,2022-08-15
9668,F,Ship,4,5,251,medium,F,6,1434,0,151,2022-03-02,2022-03-23
9669,A,Ship,6,4,279,low,F,1,1621,0,367,2022-01-26,2022-02-07
9670,B,Ship,6,5,271,low,M,3,1710,1,204,2022-10-07,2022-11-04
9671,C,Ship,4,2,258,medium,M,1,1920,0,114,2022-02-11,2022-03-12
9672,F,Ship,6,5,245,low,F,7,1521,0,150,2022-10-26,2022-10-30
9673,D,Ship,6,4,296,low,M,7,1969,0,467,2022-08-03,2022-09-15
9674,F,Ship,5,3,267,low,F,1,1505,0,203,2022-10-10,2022-10-31
9675,A,Ship,6,5,268,medium,M,2,1462,0,183,2022-12-10,2022-12-31
9676,B,Ship,7,2,277,low,F,1,1700,1,101,2022-08-27,2022-10-08
9677,C,Ship,6,2,259,low,M,5,1771,1,309,2022-07-03,2022-07-20
9678,F,Ship,5,1,275,low,F,3,1062,0,86,2022-09-03,2022-09-07
9679,D,Ship,6,5,298,low,M,3,1009,1,279,2022-11-07,2022-12-22
9680,F,Ship,5,2,243,medium,F,4,1013,1,32,2022-06-14,2022-07-12
9681,A,Ship,7,3,255,medium,F,4,1373,0,56,2022-01-21,2022-02-21
9682,B,Ship,4,3,232,low,F,9,1856,0,89,2022-12-21,2023-01-27
9683,C,Ship,6,5,254,medium,M,4,1887,1,68,2022-12-27,2023-01-22
9684,F,Ship,4,1,234,low,M,3,1134,0,171,2022-12-20,2023-01-06
9685,D,Ship,6,1,303,low,F,9,1080,0,311,2022-02-23,2022-03-14
9686,F,Ship,6,3,262,low,F,5,1563,0,84,2022-01-09,2022-01-20
9687,A,Ship,5,5,218,medium,F,7,1692,0,342,2022-05-27,2022-06-24
9688,B,Ship,4,5,241,low,M,2,1043,0,326,2022-10-22,2022-10-24
9689,C,Ship,6,3,267,medium,M,1,1942,1,441,2022-02-15,2022-02-25
9690,F,Ship,7,1,301,low,F,6,1052,1,387,2022-10-27,2022-11-13
9691,D,Ship,5,4,221,low,F,8,1927,1,282,2022-03-19,2022-03-22
9692,F,Ship,6,5,275,low,M,2,1700,1,196,2022-04-10,2022-05-03
9693,A,Ship,6,4,292,medium,M,5,1793,0,298,2022-06-20,2022-07-27
9694,B,Ship,5,4,245,medium,M,9,1660,0,195,2022-05-24,2022-05-25
9695,C,Ship,6,3,301,low,F,2,1452,1,203,2022-07-12,2022-08-24
9696,F,Ship,6,3,245,medium,M,3,1772,1,175,2022-07-06,2022-07-30
9697,D,Ship,7,5,288,low,F,1,1269,1,306,2022-12-07,2022-12-10
9698,F,Ship,6,3,274,low,F,5,1452,0,293,2022-09-22,2022-10-25
9699,A,Ship,4,2,231,low,F,2,1465,1,172,2022-05-17,2022-06-01
9700,B,Ship,6,3,310,low,M,6,1139,0,479,2022-05-01,2022-05-09
9701,C,Road,5,3,256,medium,M,3,1441,0,135,2022-02-28,2022-04-04
9702,F,Road,6,5,281,medium,M,5,1484,0,355,2022-04-02,2022-04-07
9703,D,Road,6,3,264,medium,F,3,1498,1,210,2022-10-06,2022-10-19
9704,F,Road,7,3,274,low,F,9,1764,0,458,2022-08-18,2022-09-20
9705,A,Road,5,2,272,low,M,8,1317,0,106,2022-11-25,2022-11-28
9706,B,Road,4,5,257,medium,M,6,1008,0,318,2022-12-10,2022-12-15
9707,C,Road,6,3,310,low,F,2,1189,0,270,2022-02-16,2022-03-21
9708,F,Road,5,2,249,low,M,8,1170,1,207,2022-11-15,2022-12-18
9709,D,Road,7,5,244,low,M,2,1330,1,65,2022-12-09,2023-01-23
9710,F,Road,4,3,219,medium,F,2,1634,0,113,2022-07-29,2022-08-02
9711,A,Road,7,1,264,medium,F,2,1540,0,100,2022-11-23,2022-12-07
9712,B,Road,4,5,217,low,F,3,1572,1,195,2022-10-26,2022-11-04
9713,C,Road,6,1,280,low,F,5,1624,0,233,2022-05-24,2022-05-27
9714,F,Road,4,2,247,low,M,10,1515,0,282,2022-11-12,2022-11-20
9715,D,Road,3,4,270,low,F,7,4098,1,17,2022-03-12,2022-03-22
9716,F,Road,4,5,248,low,F,2,5310,1,395,2022-06-28,2022-06-30
9717,A,Road,4,3,167,medium,F,1,5409,1,244,2022-01-18,2022-03-03
9718,B,Road,4,5,268,medium,M,9,5521,1,143,2022-07-13,2022-07-31
